Symbol,Approved.Symbol
DPP10-AS2,DPP10-AS2
DPP10-AS3,DPP10-AS3
DPP2,DPP7
DPP3,DPP3
DPP3-DT,DPP3-DT
DPP3P1,DPP3P1
DPP3P2,DPP3P2
DPP4,DPP4
DPP4-DT,DPP4-DT
DPP6,DPP6
DPP7,DPP7
DPP8,DPP8
DPP9,DPP9
DPP9-AS1,DPP9-AS1
DPPA2,DPPA2
DPPA2P1,DPPA2P1
DPPA2P2,DPPA2P2
DPPA2P3,DPPA2P3
DPPA2P4,DPPA2P4
DPPA3,DPPA3
DPPA3P1,DPPA3P1
DPPA3P10,DPPA3P10
DPPA3P11,DPPA3P11
DPPA3P12,DPPA3P12
DPPA3P2,DPPA3P2
DPPA3P3,DPPA3P3
DPPA3P4,DPPA3P4
DPPA3P5,DPPA3P5
DPPA3P6,DPPA3P6
DPPA3P7,DPPA3P7
DPPA3P8,DPPA3P8
DPPA3P9,DPPA3P9
DPPA4,DPPA4
DPPA4P1,DPPA4P1
DPPA4P2,DPPA4P2
DPPA4P3,DPPA4P3
DPPA5,DPPA5
DPPA5P1,DPPA5P1
DPPA5P2,DPPA5P2
DPPA5P3,DPPA5P3
DPPA5P4,DPPA5P4
DPPII,DPP7
DPPIV,DPP4
DPPIV,FAP
DPPL1,PLPP5
DPPL2,PLPP4
DPPT-L,ATRN
DPPX,DPP6
DPPY,DPP10
DPRP1,DPP8
DPRP3,DPP10
DPRX,DPRX
DPRXP1,DPRXP1
DPRXP2,DPRXP2
DPRXP3,DPRXP3
DPRXP4,DPRXP4
DPRXP5,DPRXP5
DPRXP6,DPRXP6
DPRXP7,DPRXP7
DPT,DPT
DPY19L1,DPY19L1
DPY19L1P1,DPY19L1P1
DPY19L1P2,DPY19L1P2
DPY19L2,DPY19L2
DPY19L2P1,DPY19L2P1
DPY19L2P2,DPY19L2P2
DPY19L2P3,DPY19L2P3
DPY19L2P4,DPY19L2P4
DPY19L2P5,DPY19L2P5
DPY19L3,DPY19L3
DPY19L3-DT,DPY19L3-DT
DPY19L4,DPY19L4
DPY19L4P1,DPY19L4P1
DPY19L4P2,DPY19L4P2
DPY30,DPY30
DPY30D1,DYDC1
DPYD,DPYD
DPYD-AS1,DPYD-AS1
DPYD-AS2,DPYD-AS2
DPYD-IT1,DPYD-IT1
DPYS,DPYS
DPYSL1,CRMP1
DPYSL2,DPYSL2
DPYSL3,DPYSL3
DPYSL4,DPYSL4
DPYSL5,DPYSL5
DPZF,ZBTB20
DQ1,TOR1B
DQ2,TOR1A
DQB3,HLA-DQB3
DQX1,DQX1
DR-NM23,NME3
DR1,DR1
DR11,WDR11
DR3,TNFRSF25
DR3LG,TNFSF12
DR4,TNFRSF10A
DR5,TNFRSF10B
DR6,TNFRSF21
DRA,SLC26A3
DRABA2,ADARB1
DRADA,ADAR
DRADA2,ADARB1
DRAG1,ARAP3
DRAGON,RGMB
DRAGOU14,RB1CC1
DRAIC,DRAIC
DRAIR,CPEB2-DT
DRAK1,STK17A
DRAK2,STK17B
DRAL,FHL2
DRAM,DRAM1
DRAM1,DRAM1
DRAM2,DRAM2
DRAM3,TMEM150B
DRAP,BACE2
DRAP1,DRAP1
DRASIC,ASIC3
DRAXIN,DRAXIN
DRAXINP1,DRAXINP1
DRB1,RBM45
DRBP76,ILF3
DRC1,DRC1
DRC10,IQCD
DRC11,IQCA1
DRC2,CCDC65
DRC3,EPS8L1
DRC3,DRC3
DRC4,GAS8
DRC5,TCTE1
DRC6,FBXL13
DRC7,DRC7
DRC8,EFCAB2
DRC9,IQCG
DRCC1,MUC13
DRCTNNB1A,HYCC1
DRD1,DRD1
DRD1B,DRD5
DRD1IP,CALY
DRD1L2,DRD5
DRD2,DRD2
DRD3,DRD3
DRD4,DRD4
DRD5,DRD5
DRD5P1,DRD5P1
DRD5P2,DRD5P2
DRE1,KLHL24
DREAM,KCNIP3
DREF,ZBED1
DRES-17,PRUNE1
DRES9,PITPNM1
DRES93,VAX2
DREV1,METTL9
DRF1,DBF4B
DRF3,DIAPH3
DRG1,NDRG1
DRG1,DRG1
DRG11,DRGX
DRG1P1,DRG1P1
DRG1P2,DRG1P2
DRG2,DRG2
DRGX,DRGX
DRICH1,DRICH1
DRIL1,ARID3A
DRIL2,ARID3B
DRIM,UTP20
DRIP-1,C14orf28
DRIP1,C14orf28
DRIP100,MED24
DRIP130,MED23
DRIP230,MED1
DRIP36,MED4
DRIP78,DNAJC14
DRIP80,MED17
DRIP92,MED16
DRLM,NAP1L5
DRM,GREM1
DRN3,TREX1
DRO1,CCDC80
DROER,ERH
DROSHA,DROSHA
DRP,DENR
DRP,UTRN
DRP-1,CRMP1
DRP-1,DAPK2
DRP-2,DPYSL2
DRP-3,DPYSL3
DRP-4,DPYSL4
DRP1,DENR
DRP1,DNM1L
DRP1,UTRN
DRP2,DPYSL2
DRP2,DRP2
DRP3,DTNA
DRPLA,ATN1
DRR1,FAM107A
DRRF,KLF16
DRS1,DDX27
DRS1,ECI2
DRT,EPHB2
DRTF1,TFDP1
DRV1,GPR32
DRV2,GPR18
DRY-6,CCR6
DRY12,GPER1
DS,DHDDS
DS-1,MRPL58
DS-EPI1,DSE
DSAEC,ACAA2
DSC,DSC3
DSC1,DSC3
DSC1,DSC1
DSC2,DSC3
DSC2,DSC2
DSC3,DSC2
DSC3,DSC3
DSC4,DSC3
DSC43,ZNF771
DSC54,PRR16
DSC92,NGRN
DSCAM,DSCAM
DSCAM-AS1,DSCAM-AS1
DSCAM-IT1,DSCAM-IT1
DSCAML1,DSCAML1
DSCAS,DSCAS
DSCC1,DSCC1
DSCD75,THEM6
DSCP1,TP53I13
DSCR,DCR
DSCR1,RCAN1
DSCR10,DSCR10
DSCR1L1,RCAN2
DSCR1L2,RCAN3
DSCR2,PSMG1
DSCR3,VPS26C
DSCR4,DSCR4
DSCR4-IT1,DSCR4-IT1
DSCR5,PIGP
DSCR6,RIPPLY3
DSCR6P1,RIPPLY3P1
DSCR8,DSCR8
DSCR9,DSCR9
DSE,DSE
DSEL,DSEL
DSEL-AS1,DSEL-AS1
DSEP,DCD
DSEPI,DSE
DSG,DSG1
DSG1,DSG1
DSG1-AS1,DSG1-AS1
DSG2,DSG2
DSG2-AS1,DSG2-AS1
DSG3,DSG3
DSG4,DSG4
DSHP,SH2D1A
DSI,P4HB
DSIPI,TSC22D3
DSK2,UBQLN2
DSK2,UBQLN1
DSMAV,GARS1
DSN1,DSN1
DSP,DSP
DSP-AS1,DSP-AS1
DSPA1,IFITM5
DSPA2A,IFITM1
DSPA2B,IFITM3
DSPA2C,IFITM2
DSPA2D,IFITM3P2
DSPA3,IFITM10
DSPB1,TRARG1
DSPB2,TMEM233
DSPB3,PRRT2
DSPC1,SYNDIG1L
DSPC2,SYNDIG1
DSPC3,TMEM91
DSPD1,PRRT1
DSPD2,PRRT1B
DSPG1,BGN
DSPG2,DCN
DSPG3,EPYC
DSPP,DSPP
DSRC,PIGP
DSS,NR0B1
DSS1,SEM1
DSS1P1,SEM1P1
DST,DST
DST-AS1,DST-AS1
DSTN,DSTN
DSTNP1,DSTNP1
DSTNP2,DSTNP2
DSTNP3,DSTNP3
DSTNP4,DSTNP4
DSTNP5,DSTNP5
DSTYK,DSTYK
DSU,MREG
DT1P1A10,TSR2
DT1P1A7,S100A16
DT1P1B11,PHLDA1
DTD,NQO1
DTD,SLC26A2
DTD1,DTD1
DTD1-AS1,DTD1-AS1
DTD2,DTD2
DTDST,SLC26A2
DTE,DAND5
DTFT5783,SCIMP
DTHD1,DTHD1
DTK,TYRO3
DTL,DTL
DTN,DTNA
DTN-1,DTNA
DTN-2,DTNA
DTN-3,DTNA
DTNA,DTNA
DTNB,DTNB
DTNB-AS1,DTNB-AS1
DTNBP1,DTNBP1
DTR,PPP1R42
DTR,HBEGF
DTRP1,SEC62
DTS,HBEGF
DTWD1,DTWD1
DTWD1P1,DTWD1P1
DTWD1P2,DTWD1P2
DTWD2,DTWD2
DTX1,DTX1
DTX2,DTX2
DTX2P1,DTX2P1
DTX2P1-UPK3BP1-PMS2P11,DTX2P1-UPK3BP1-PMS2P11
DTX3,DTX3
DTX3L,DTX3L
DTX4,DTX4
DTYMK,DTYMK
DUB3,USP17L2
DUB4,USP17L6P
DUBA,OTUD5
DUBA2,OTUD6A
DUBA3,VCPIP1
DUBA4,OTUD3
DUBA5,OTUD6B
DUBA6,OTUD4
DUBA7,OTUD1
DUBA8,YOD1
DUBR,DUBR
DUDLIN-2,STEAP3
DUEB,DTD1
DUET,KALRN
DUFD1,MTFR2
DULLARD,CTDNEP1
DUNQU1,ENPP7P13
DUO,KALRN
DUOX1,DUOX1
DUOX2,DUOX2
DUOXA1,DUOXA1
DUOXA2,DUOXA2
DUP,CDT1
DUP,MSH3
DUPD1,DUSP29
DUPLIN,CHD8
DURS2,CHN1
DUS1,DUS1L
DUS1L,DUS1L
DUS2,DUS2
DUS2L,DUS2
DUS3,DUS3L
DUS3L,DUS3L
DUS4,DUS4L
DUS4L,DUS4L
DUS4L-BCAP29,DUS4L-BCAP29
DUSP1,DUSP12
DUSP1,DUSP1
DUSP10,DUSP10
DUSP11,DUSP11
DUSP12,DUSP12
DUSP12P1,DUSP12P1
DUSP13,DUSP13B
DUSP13A,DUSP13A
DUSP13B,DUSP13B
DUSP14,DUSP14
DUSP15,DUSP15
DUSP16,DUSP16
DUSP17,DUSP19
DUSP18,DUSP18
DUSP19,DUSP19
DUSP2,DUSP2
DUSP20,DUSP18
DUSP21,DUSP21
DUSP22,DUSP22
DUSP23,PTPMT1
DUSP23,DUSP23
DUSP24,DUSP26
DUSP24,STYXL1
DUSP25,DUSP23
DUSP26,DUSP28
DUSP26,DUSP26
DUSP27,DUSP29
DUSP27,STYXL2
DUSP28,DUSP28
DUSP29,DUSP29
DUSP3,DUSP3
DUSP4,DUSP4
DUSP5,DUSP5
DUSP5-DT,DUSP5-DT
DUSP5P,DUSP5P1
DUSP5P1,DUSP5P1
DUSP5P2,DUSP5P2
DUSP6,DUSP6
DUSP7,DUSP7
DUSP8,DUSP8
DUSP8P,DUSP8P1
DUSP8P1,DUSP8P1
DUSP8P2,DUSP8P2
DUSP8P3,DUSP8P1
DUSP8P4,DUSP8P2
DUSP8P5,DUSP8P5
DUSP9,DUSP9
DUSPP,DUSP8P1
DUSTYPK,DSTYK
DUT,DUT
DUT-AS1,DUT-AS1
DUTL,DUTP1
DUTP1,DUTP1
DUTP2,DUTP2
DUTP3,DUTP3
DUTP4,DUTP4
DUTP5,DUTP5
DUTP6,DUTP6
DUTP7,DUTP7
DUTP8,DUTP8
DUTPASE,DUT
DUTT1,ROBO1
DUX1,DUX1
DUX10,DUX4L10
DUX2,DUX4L8
DUX3,DUX3
DUX4,DUX4L1
DUX4,DUX4
DUX4L1,DUX4L1
DUX4L10,DUX4L10
DUX4L11,DUX4L11
DUX4L12,DUX4L12
DUX4L13,DUX4L13
DUX4L14,DUX4L14
DUX4L15,DUX4L15
DUX4L16,DUX4L16
DUX4L17,DUX4L17
DUX4L18,DUX4L18
DUX4L19,DUX4L19
DUX4L2,DUX4L2
DUX4L20,DUX4L20
DUX4L21,DUX4L21
DUX4L22,DUX4L22
DUX4L23,DUX4L23
DUX4L24,DUX4L24
DUX4L25,DUX4L25
DUX4L26,DUX4L26
DUX4L27,DUX4L27
DUX4L28,DUX4L28
DUX4L29,DUX4L29
DUX4L3,DUX4L3
DUX4L30,DBET
DUX4L31,DUX4L31
DUX4L32,DUX4L32
DUX4L33,DUX4L33
DUX4L34,DUX4L34
DUX4L35,DUX4L35
DUX4L36,DUX4L36
DUX4L37,DUX4L37
DUX4L38,DUX4L38
DUX4L39,DUX4L39
DUX4L4,DUX4L4
DUX4L40,DUX4L40
DUX4L41,DUX4L41
DUX4L42,DUX4L42
DUX4L43,DUX4L43
DUX4L44,DUX4L44
DUX4L45,DUX4L45
DUX4L46,DUX4L46
DUX4L47,DUX4L47
DUX4L48,DUX4L48
DUX4L49,DUX4L49
DUX4L5,DUX4L5
DUX4L50,DUX4L50
DUX4L51,DUX4L51
DUX4L52,DUX4L52
DUX4L6,DUX4L6
DUX4L7,DUX4L7
DUX4L8,DUX4L8
DUX4L9,DUX4L9
DUX5,DUX5
DUXA,DUXA
DUXAP1,DUXAP1
DUXAP10,DUXAP10
DUXAP11,DUXAP11
DUXAP12,DUXAP12
DUXAP2,DUXAP2
DUXAP3,DUXAP3
DUXAP4,DUXAP4
DUXAP5,DUXAP5
DUXAP6,DUXAP6
DUXAP7,DUXAP7
DUXAP8,DUXAP8
DUXAP9,DUXAP9
DUXB,DUXB
DUXY1,DUX4L16
DUXY2,DUX4L18
DUXY3,DUX4L17
DUXY4,DUX4L19
DVB,HLA-DQB3
DVC1,SPRTN
DVL-22,DVL1P1
DVL1,DVL1
DVL1L1,DVL1P1
DVL1P1,DVL1P1
DVL2,DVL2
DVL3,DVL3
DVLP,DNM1L
DVS27,IL33
DVWA,COL6A4P1
DWF-1,EVC
DWFC,SMAD5
DWORF,STRIT1
DXF34,SPIN2A
DXF68S1E,PUDP
DXO,DXO
DXP'1,IGHD3-10
DXP1,IGHD3-9
DXP4,IGHD3-3
DXS1089,XIST
DXS1179E,PRKCI
DXS1253E,F8
DXS1272E,KDM5C
DXS128,SLC16A2
DXS1283E,PNPLA4
DXS128E,SLC16A2
DXS1357E,BCAP31
DXS142,DMD
DXS164,DMD
DXS1692E,TSPAN7
DXS206,DMD
DXS230,DMD
DXS239,DMD
DXS253E,SLC10A3
DXS254E,UBL4A
DXS268,DMD
DXS269,DMD
DXS270,DMD
DXS272,DMD
DXS306,RPS4X
DXS399E,XIST
DXS423E,SMC1A
DXS522E,F8A1
DXS540,CHM
DXS552E,MPP1
DXS560S,FAM3A
DXS648,RPL10
DXS648E,RPL10
DXS648E,SNORA70
DXS6673E,ZMYM3
DXS6984E,BEX3
DXS707,NAA10
DXS741,KLF8
DXS8237E,RBM10
DXS9822,TIMM17B
DXS9878E,TMEM187
DXS9879E,LAGE3
DXS9928E,FAM50A
DXS9951E,LAGE3
DXYS155E,AKAP17A
DYBLUF,TEX47
DYDC1,DYDC1
DYDC2,DYDC2
DYF-13,IFT56
DYF-2,WDR19
DYF13,IFT56
DYH1B,DYNC2H1
DYH9,DNAH9
DYM,DYM
DYM-AS1,DYM-AS1
DYMPLE,DNM1L
DYN2,DNM2
DYN4,DCTN4
DYNAP,DYNAP
DYNAPP1,DYNAPP1
DYNAPP2,DYNAPP2
DYNAPP3,DYNAPP3
DYNC1H1,DYNC1H1
DYNC1I1,DYNC1I1
DYNC1I2,DYNC1I2
DYNC1I2P1,DYNC1I2P1
DYNC1LI1,DYNC1LI1
DYNC1LI2,DYNC1LI2
DYNC1LI2-DT,DYNC1LI2-DT
DYNC2H1,DYNC2H1
DYNC2I1,DYNC2I1
DYNC2I2,DYNC2I2
DYNC2LI1,DYNC2LI1
DYNII,DNM2
DYNLL1,DYNLL1
DYNLL1-AS1,NRAV
DYNLL1P1,DYNLL1P1
DYNLL1P2,DYNLL1P2
DYNLL1P3,DYNLL1P3
DYNLL1P4,DYNLL1P4
DYNLL1P5,DYNLL1P5
DYNLL1P6,DYNLL1P6
DYNLL1P7,DYNLL1P7
DYNLL2,DYNLL2
DYNLL2-DT,DYNLL2-DT
DYNLRB1,DYNLRB1
DYNLRB2,DYNLRB2
DYNLRB2-AS1,DYNLRB2-AS1
DYNLT1,DYNLT1
DYNLT2,DYNLT2
DYNLT2B,DYNLT2B
DYNLT3,DYNLT3
DYNLT3P1,DYNLT3P1
DYNLT3P2,DYNLT3P2
DYNLT4,DYNLT4
DYNLT5,DYNLT5
DYRK,DYRK1A
DYRK1,DYRK1A
DYRK1A,DYRK1A
DYRK1AP3,PHYHIP
DYRK1B,DYRK1B
DYRK2,DYRK2
DYRK3,DYRK3
DYRK3-AS1,DYRK3-AS1
DYRK4,DYRK4
DYRK6,HIPK3
DYS,ELP1
DYSBINDIN,DTNBP1
DYSF,DYSF
DYSFIP1,PPP1R27
DYSKERIN,DKC1
DYT1,TOR1A
DYT10,PRRT2
DYT11,SGCE
DYT12,ATP1A3
DYT14,GCH1
DYT16,PRKRA
DYT18,SLC2A1
DYT2,HPCA
DYT23,ANO3
DYT3,TAF1
DYT3/TAF1,TAF1
DYT4,TUBB4A
DYT5,GCH1
DYT5A,GCH1
DYT5B,TH
DYT6,THAP1
DYT8,PNKD
DYT9,SLC2A1
DYTN,DYTN
DYX1C1,DNAAF4
DYX1C1-CCPG1,DNAAF4-CCPG1
DZANK1,DZANK1
DZANK1-AS1,LINC00851
DZIP,DZIP1
DZIP1,DZIP1
DZIP1L,DZIP1L
DZIP2,DZIP1L
DZIP3,DZIP3
E-FABP,FABP5
E-LOX,ALOXE3
E-MAP-115,MAP7
E(SPL),TLE4
E1,BCHE
E1,ENOPH1
E1,SNORA73A
E1-2,RNU105B
E1-5,RNU105C
E1-6,RNU105C
E1-7,SNORA73A
E12,ELSPBP1
E14,NPAT
E16,SLC7A5
E1A-F,ETV4
E1AF,ETV4
E1ALPHA,PDHA1
E1B,SNORA73A
E1B-AP5,HNRNPUL1
E1BAP5,HNRNPUL1
E1BETA,PDHB
E1C,SNORA73B
E1K,OGDH
E2,CST12P
E2,DLAT
E2,SNORA62
E2-1,SNORA62
E2-2,TCF4
E2-230K,UBE2O
E2-CDC34,CDC34
E2-EPF,UBE2S
E2(17)KB1,UBE2D1
E25,ITM2C
E25A,ITM2A
E25B,ITM2B
E2A,TCF3
E2BP-1,TCFL5
E2F-2,E2F2
E2F-4,E2F4
E2F-6,E2F6
E2F-LIKE,TFDP3
E2F1,E2F1
E2F2,E2F2
E2F3,E2F3
E2F3-IT1,E2F3-IT1
E2F3P1,E2F3P1
E2F3P2,E2F3P2
E2F4,E2F4
E2F4P1,E2F4P1
E2F5,E2F5
E2F5-DT,E2F5-DT
E2F6,E2F6
E2F6P1,E2F6P1
E2F6P2,E2F6P2
E2F6P3,E2F6P3
E2F6P4,E2F6P4
E2F7,E2F7
E2F8,E2F8
E2IG1,HSPB8
E2IG2,COA4
E2IG3,GNL3
E2IG4,TSKU
E2IG5,FAM162A
E3,ALDH9A1
E3,DLD
E3,SNORA63
E3-16,ITM2B
E3-2,SNORA63
E3-3,NDUFAF3
E3B1,ABI1
E3BP,PDHX
E3KARP,NHERF2
E4,UBE4A
E4,UBE4B
E46L,ATXN10
E47,TCF3
E48,LY6D
E4BP4,NFIL3
E4F,E4F1
E4F1,E4F1
E4TF1,GABPAP
E4TF1-47,GABPB1
E4TF1-60,GABPA
E4TF1A,GABPA
E4TF1B,GABPAP
E5-1,PSEN2
E6-AP,UBE3A
E6BP,RCN2
E6TP1,SIPA1L1
EA2,CACNA1A
EA6,SLC1A3
EAA4,GRIK2
EAAC1,SLC1A1
EAAT1,SLC1A3
EAAT2,SLC1A2
EAAT3,SLC1A1
EAAT4,SLC1A6
EAAT5,SLC1A7
EAB1,EYA2
EAD,COLQ
EAF1,EAF1
EAF1-AS1,EAF1-AS1
EAF2,DMAP1
EAF2,EAF2
EAF3,MORF4L1
EAF4,ING3
EAF6,MEAF6
EAF7,MRGBP
EAG,KCNH1
EAG1,KCNH1
EAG2,KCNH5
EAN57,CIMIP4
EAOH,APTX
EAP,RPL22
EAP1,EXOSC7
EAP1,IRF2BPL
EAP1,PTTG1
EAP2,EXOSC8
EAP20,VPS25
EAP30,SNF8
EAP4,EXOSC6
EAP45,VPS36
EAPI,ADAM7
EAPP,EAPP
EAR-1,NR1D1
EAR-1R,NR1D2
EAR-2,NR2F6
EAR-3,NR2F1
EAR-7.1/EAR-7.2,THRA
EAR2,NR2F6
EARS,EPRS1
EARS2,EARS2
EAT2,SH2D1B
EB-1,ANKS1B
EB1,COX7A2L
EB1,MAPRE1
EB1,MAPRE2
EB11,GRIN2D
EB2,MAPRE2
EB3,MAPRE3
EB6ACTI,KIR2DS1
EB6ACTII,KIR2DS1
EB9,EBAG9
EBAF,LEFTY2
EBAG9,EBAG9
EBAG9P1,EBAG9P1
EBBP,TRIM16
EBD1,COL7A1
EBDCT,COL7A1
EBF,EBF1
EBF1,EBF1
EBF2,EBF2
EBF3,EBF3
EBF3-AS1,EBF3-AS1
EBF4,EBF4
EBFAZ,ZNF423
EBI,TBL1X
EBI1,CCR7
EBI2,GPR183
EBI3,EBI3
EBI6,TRAF1
EBLN1,EBLN1
EBLN2,EBLN2
EBLN3,EBLN3P
EBLN3P,EBLN3P
EBN,CHRNA4
EBN,KCNQ2
EBN1,CHRNA4
EBN1,KCNQ2
EBN2,KCNQ3
EBNA1BP2,EBNA1BP2
EBP,GLB1
EBP,SH3D19
EBP,EBP
EBP-37,FCN2
EBP1,PA2G4
EBP2,EBNA1BP2
EBP50,NHERF1
EBPL,EBPL
EBR1,COL7A1
EBR2,LAMC2
EBR2A,LAMC2
EBRP,EBPL
EBS1,PLEC
EBS2,KRT5
EBS3,KRT14
EBS4,KRT14
EBVM1,EBVM1
EBVS,SH2D1A
EBVS1,EBVS1
EC-PTP,PTPRR
EC-SOD,SOD3
EC2,TCF15
EC45,RPL15
ECAC1,TRPV5
ECAC2,TRPV6
ECAT1,KHDC3L
ECAT11,L1TD1
ECAT8,TDRD12
ECD,SEM1
ECD,ECD
ECE,ECE1
ECE1,ECE1
ECE1-AS1,ECE1-AS1
ECE2,ECE2
ECE3,KEL
ECEL1,ECEL1
ECEL1P1,ECEL1P1
ECEL1P2,ECEL1P2
ECEL1P3,ECEL1P3
ECEL2,ECEL1P2
ECG2,SPINK7
ECGF,FGF1
ECGF-BETA,FGF1
ECGF1,TYMP
ECGFA,FGF1
ECGFB,FGF1
ECGP,GPATCH1
ECH1,ECH1
ECHD,EHHADH
ECHDC1,ECHDC1
ECHDC2,ECHDC2
ECHDC3,ECHDC3
ECHS1,ECHS1
ECI1,ECI1
ECI1-AS1,ECI1-AS1
ECI2,ECI2
ECI2-DT,ECI2-DT
ECK,EPHA2
ECKLG,EFNA1
ECL,CCL21
ECM,MMRN1
ECM-III,CD44
ECM1,ECM1
ECM1P1,ECM1P1
ECM1P2,ECM1P2
ECM2,ECM2
ECM29,ECPAS
ECM39,ALG12
ECMXP,ECMXP
ECNOS,NOS3
ECONEXIN,LINC00461
ECOP,VOPP1
ECP,RNASE3
ECP51,RUVBL2
ECP54,RUVBL1
ECPAS,ECPAS
ECPN,OPN3
ECRAR,PTTG1
ECRG1,TMPRSS11A
ECRG2,SPINK7
ECRG4,ECRG4
ECRP,RNASE2CP
ECS-1,FLOT2
ECS1,FLOT2
ECSCR,ECSCR
ECSIT,ECSIT
ECSM2,ECSCR
ECSM3,CD93
ECSM4,ROBO4
ECT1,FGFR2
ECT2,ECT2
ECT2L,ECT2L
ECTACC,TACC2
ED1,EDA
ED1-A1,EDA
ED1-A2,EDA
ED1R,EDAR
ED2,GJB6
ED3,EDAR
ED4,NECTIN1
ED5,EDAR
EDA,EDA
EDA-A1,EDA
EDA-A2,EDA
EDA-A2R,EDA2R
EDA1,EDA
EDA1R,EDAR
EDA2,EDA
EDA2R,EDA2R
EDA3,EDAR
EDAA2R,EDA2R
EDAF-1,UBE2V2
EDAG,HEMGN
EDAR,EDAR
EDARADD,EDARADD
EDB,VAMP8
EDC1,AMBP
EDC3,EDC3
EDC4,EDC4
EDD,UBR5
EDD1,UBR5
EDDM1,NPC2
EDDM12,ELSPBP1
EDDM13,EDDM13
EDDM2A,SPAG11A
EDDM2B,SPAG11B
EDDM3A,EDDM3A
EDDM3B,EDDM3B
EDDM3CP,EDDM3CP
EDDM3DP,EDDM3DP
EDDM4,WFDC2
EDDM5,CD52
EDDM6,ADGRG2
EDDM9,TEDDM1
EDDR1,DDR1
EDEM,EDEM1
EDEM1,EDEM1
EDEM2,EDEM2
EDEM3,EDEM3
EDEN-BP,CELF1
EDF,IL5
EDF-1,EDF1
EDF1,EDF1
EDG-1,S1PR1
EDG-2,LPAR1
EDG-2,BUD31
EDG-3,S1PR3
EDG-4,LPAR2
EDG-7,LPAR3
EDG-8,S1PR5
EDG1,HEXIM1
EDG1,S1PR1
EDG2,BUD31
EDG2,LPAR1
EDG3,S1PR3
EDG4,LPAR2
EDG5,S1PR2
EDG6,S1PR4
EDG7,LPAR3
EDG8,S1PR5
EDH,GJB6
EDH17B1,HSD17B1P1
EDH17B2,HSD17B1
EDHB17,HSD17B1
EDHB17,HSD17B1P1
EDIL1,MFGE8
EDIL3,EDIL3
EDIL3-DT,EDIL3-DT
EDJ,DNAJB11
EDL,LIPG
EDM1,COMP
EDM2,COL9A2
EDM3,COL9A3
EDM4,SLC26A1
EDM5,MATN3
EDN,RNASE2
EDN1,EDN1
EDN2,EDN2
EDN3,EDN3
EDNRA,EDNRA
EDNRB,EDNRB
EDNRB-AS1,EDNRB-AS1
EDNRBL,GPR37
EDP1,TNFAIP1
EDPF-1,UBE2V2
EDPF1,UBE2V2
EDR1,PHC1
EDR2,PHC2
EDR3,PHC3
EDRF,AHSP
EDRF1,EDRF1
EDRF1-AS1,EDRF1-AS1
EDRF1-DT,EDRF1-DT
EDS4A,COL3A1
EDTB,MAMDC4
EE1A1,EEF1A1
EEA1,EEA1
EEC3,TP63
EED,EED
EEDP1,EEDP1
EEF-1,EEF1B2P2
EEF-1BETA5A,EEF1B2P2
EEF-2,EEF2
EEF-2K,EEF2K
EEF1A,EEF1A1
EEF1A1,EEF1A1
EEF1A1-AS1,EEF1A1-AS1
EEF1A1P,EEF1A1P1
EEF1A1P1,EEF1A1P1
EEF1A1P10,EEF1A1P10
EEF1A1P11,EEF1A1P11
EEF1A1P12,EEF1A1P12
EEF1A1P13,EEF1A1P13
EEF1A1P14,EEF1A1P14
EEF1A1P15,EEF1A1P15
EEF1A1P16,EEF1A1P16
EEF1A1P17,EEF1A1P17
EEF1A1P18,EEF1A1P18
EEF1A1P19,EEF1A1P19
EEF1A1P2,EEF1A1P2
EEF1A1P20,EEF1A1P20
EEF1A1P21,EEF1A1P21
EEF1A1P22,EEF1A1P22
EEF1A1P23,EEF1A1P23
EEF1A1P24,EEF1A1P24
EEF1A1P25,EEF1A1P25
EEF1A1P26,EEF1A1P26
EEF1A1P27,EEF1A1P27
EEF1A1P28,EEF1A1P28
EEF1A1P29,EEF1A1P29
EEF1A1P3,EEF1A1P3
EEF1A1P30,EEF1A1P30
EEF1A1P31,EEF1A1P31
EEF1A1P32,EEF1A1P32
EEF1A1P33,EEF1A1P33
EEF1A1P34,EEF1A1P34
EEF1A1P35,EEF1A1P35
EEF1A1P36,EEF1A1P36
EEF1A1P37,EEF1A1P37
EEF1A1P38,EEF1A1P38
EEF1A1P39,EEF1A1P39
EEF1A1P4,EEF1A1P4
EEF1A1P40,EEF1A1P40
EEF1A1P41,EEF1A1P41
EEF1A1P42,EEF1A1P42
EEF1A1P43,EEF1A1P43
EEF1A1P44,EEF1A1P44
EEF1A1P45,EEF1A1P45
EEF1A1P46,EEF1A1P46
EEF1A1P47,EEF1A1P47
EEF1A1P48,EEF1A1P48
EEF1A1P49,EEF1A1P49
EEF1A1P5,EEF1A1P5
EEF1A1P50,EEF1A1P50
EEF1A1P6,EEF1A1P6
EEF1A1P7,EEF1A1P7
EEF1A1P8,EEF1A1P8
EEF1A1P9,EEF1A1P9
EEF1A2,EEF1A2
EEF1A2BP1,IGFN1
EEF1A3,EEF1A1P43
EEF1AKMT1,EEF1AKMT1
EEF1AKMT2,EEF1AKMT2
EEF1AKMT3,EEF1AKMT3
EEF1AKMT4,EEF1AKMT4
EEF1AKMT4-ECE2,EEF1AKMT4-ECE2
EEF1AKNMT,METTL13
EEF1AL,EEF1A1P3
EEF1AL,EEF1A2
EEF1AL1,EEF1A1P3
EEF1AL10,EEF1A1P12
EEF1AL11,EEF1A1P13
EEF1AL12,EEF1A1P14
