gene_name,logFC,P.Value,,,,
CRTC3,0.09007328,0.556131487,,,,
STRN4,0.10861463,0.405728579,,,,
PARP11,-0.017886208,0.925358855,,,,
CLK1,-0.231194884,0.458364032,,,,
CAMSAP2,-0.225357922,0.406801748,,,,
CELF1,-0.136211544,0.397131833,,,,
HARS1,-0.122779949,0.429665861,,,,
VWA8,0.097790788,0.624884906,,,,
NMD3,0.095380596,0.475798787,,,,
CALCOCO1,-0.133895085,0.456271346,,,,
CEP57L1,-0.03471071,0.863820825,,,,
CAPN10,-0.013824876,0.933524889,,,,
ADK,-0.072863021,0.726491902,,,,
PRPF4B,0.151515496,0.453350559,,,,
PLXNC1,-0.025234081,0.904239846,,,,
RRN3,-0.142202267,0.923251309,,,,
NCOR2,0.182116858,0.395678562,,,,
MXI1,-0.101301645,0.474801054,,,,
KIAA0586,0.013960785,0.948634191,,,,
ECD,0.109252171,0.593191,,,,
MAGI2,-0.017779949,0.947738255,,,,
ACSF3,-0.014455659,0.92988698,,,,
PIAS2,0.125576629,0.577578508,,,,
ST3GAL3,0.04761907,0.780643514,,,,
CDKN1A,0.135972538,0.383479743,,,,
GPR153,-0.123127987,0.597446122,,,,
SLC25A22,0.078691365,0.66040473,,,,
EYA3,0.086788094,0.590893905,,,,
MLLT10,0.107200281,0.538539035,,,,
NDEL1,-0.120177446,0.51203498,,,,
ABCC5,0.167491163,0.426928668,,,,
ZBTB39,-0.06735584,0.662003837,,,,
PIGG,0.088668451,0.500106796,,,,
YTHDF2,0.122894206,0.412235913,,,,
ZNF219,0.14284915,0.540102193,,,,
PPP2R5E,0.099618239,0.437704394,,,,
GGNBP2,0.152977283,0.450508876,,,,
FAR1,0.141622613,0.473050537,,,,
HMGB3,0.10907335,0.474619553,,,,
DNAJA3,0.078951632,0.710102857,,,,
RPUSD4,-0.023202049,0.89867328,,,,
IFT122,0.10683717,0.479096207,,,,
NSDHL,0.082151007,0.710941417,,,,
RAP2B,-0.099799548,0.659033956,,,,
MFSD6,-0.129508254,0.73014882,,,,
GOLT1B,-0.120353734,0.477640311,,,,
ANK2,0.200208884,0.384223099,,,,
PDE12,0.071104683,0.656291703,,,,
USP47,0.179645913,0.425825699,,,,
ZNF580,-0.024212168,0.934889814,,,,
SMCR8,-0.007293878,0.964493558,,,,
LSM8,0.12070148,0.572736508,,,,
DZIP1,0.17305464,0.482566586,,,,
KDM4C,0.092534588,0.60571749,,,,
PLEKHA3,-0.036818035,0.854424685,,,,
RETREG1,0.072499202,0.7531338,,,,
ACP2,0.11182041,0.506833203,,,,
PRICKLE2,-0.116079118,0.439424896,,,,
GPR180,0.028946443,0.899034993,,,,
NADK2,-0.102444362,0.526482204,,,,
EXOC2,-0.109372122,0.461655204,,,,
TBC1D17,-0.073658389,0.691170229,,,,
TCEANC2,-0.011611507,0.950708656,,,,
PCYT2,-0.071081713,0.760954818,,,,
ZNF644,0.156776722,0.590057137,,,,
TMEM127,-0.112633274,0.45954209,,,,
ORC4,-0.142336727,0.519381646,,,,
SETX,0.162290079,0.446069138,,,,
CNIH2,0.022175272,0.943732645,,,,
GDPD5,-0.044675712,0.880025041,,,,
LRCH2,-0.063234673,0.792910041,,,,
PAAF1,-0.064049837,0.731196485,,,,
MTF1,0.001869949,0.992038214,,,,
ZBTB34,0.080653938,0.641738644,,,,
DIS3L2,-0.086224259,0.68662843,,,,
RICTOR,0.149114343,0.60835661,,,,
CCP110,-0.133028071,0.610121646,,,,
TRIM41,0.089327182,0.497239937,,,,
ERP44,-0.094568488,0.450420125,,,,
C18orf32,-0.091624017,0.636931847,,,,
TMEM18,0.043044468,0.811113514,,,,
SOS2,0.088206898,0.558918619,,,,
ALPK2,-0.15105077,0.690644051,,,,
ASB8,0.070848688,0.643119491,,,,
KLF16,-0.025001343,0.901721587,,,,
ZNF271P,-0.089319811,0.659443839,,,,
ZBTB40,0.083222573,0.560166227,,,,
ATXN1,-0.104350188,0.51237623,,,,
ST8SIA2,-0.074267485,0.716087289,,,,
PJA1,0.084896274,0.479536244,,,,
GMEB2,-0.016160905,0.91647096,,,,
NAV1,0.155670382,0.380920486,,,,
DEXI,4.62E-04,0.998135308,,,,
IFRD1,-0.14395776,0.444036148,,,,
NSUN5,0.045832695,0.81445064,,,,
TUSC2,-0.076298833,0.686174542,,,,
ADAM10,0.113776158,0.40376887,,,,
GABPB1,0.016875592,0.929641156,,,,
KIAA0895,-0.012859021,0.945219612,,,,
YWHAQ,0.159314637,0.363514356,,,,
CLIP1,-0.152936564,0.438522112,,,,
ZNF263,0.114370849,0.599768192,,,,
FST,0.10973061,0.644213792,,,,
PCSK1,-0.052197256,0.807430809,,,,
PPP2R5D,0.102739885,0.452605006,,,,
RER1,0.087896944,0.440487202,,,,
CRBN,0.091439549,0.568160369,,,,
ZNF579,-0.097406453,0.784393861,,,,
LARGE1,-0.201731137,0.45524171,,,,
MAP2K2,0.122023528,0.431986792,,,,
MTCH2,0.12920172,0.537434125,,,,
SAMD8,-0.110722365,0.454609643,,,,
PTPRU,-0.208661974,0.449585593,,,,
MRPL50,0.00592075,0.974168898,,,,
STAU2,-0.110060602,0.470576128,,,,
GBF1,-0.123324998,0.405224682,,,,
ZC3H3,0.065751836,0.747241851,,,,
MALT1,-0.120590397,0.612387734,,,,
XIAP,0.104450457,0.47719549,,,,
PHF10,0.171046716,0.443024167,,,,
ELP1,-0.130389406,0.436752022,,,,
FAM219B,-0.116066646,0.458750426,,,,
UBE2G2,0.099184064,0.446715646,,,,
ELAVL1,0.108671951,0.430268191,,,,
CNOT9,0.099721963,0.507128297,,,,
SRRD,-0.04250761,0.849168331,,,,
CDC27,-0.104322006,0.442030068,,,,
RNF6,0.033015901,0.886586488,,,,
TMEM161B,0.003232475,0.985912696,,,,
TMEM41B,-0.073457524,0.585818813,,,,
NOPCHAP1,-0.05005838,0.782678282,,,,
KCTD9,-0.058374451,0.798931413,,,,
DGKQ,-0.006733485,0.975447788,,,,
UBIAD1,0.022516223,0.902742595,,,,
SEMA6C,0.093454275,0.675480151,,,,
VBP1,0.09410429,0.511616528,,,,
LARP1B,0.02615259,0.899736091,,,,
DPH1,0.028599623,0.838876309,,,,
FNIP1,0.11266568,0.632158761,,,,
PURA,-0.028495494,0.902054356,,,,
DOCK11,-0.014113697,0.962032091,,,,
NUP93,-0.099152693,0.477361535,,,,
USP38,0.083514667,0.646032901,,,,
PRPF8,0.277082632,0.385050645,,,,
STRADA,0.064384204,0.588780792,,,,
FRMD5,0.038119058,0.810258612,,,,
ZBTB46,-0.060104363,0.763213686,,,,
VTI1A,0.078926958,0.650261467,,,,
WDTC1,0.108973333,0.466997195,,,,
ZNF444,0.079201004,0.682783232,,,,
ZFYVE9,-0.094848067,0.510241303,,,,
POMT2,-0.088397259,0.551154522,,,,
RFT1,0.04084032,0.813513722,,,,
HMGA1,0.242591191,0.445261931,,,,
TXNDC11,-0.008527849,0.959913114,,,,
TCEAL3,0.005179406,0.977486167,,,,
JADE1,0.105283351,0.547885807,,,,
MEAK7,0.10371401,0.575056312,,,,
SZT2,0.091651255,0.496428009,,,,
ATAD2B,-0.066571271,0.802447933,,,,
BRD9,0.103229041,0.55031518,,,,
RRAS2,0.102798205,0.607818932,,,,
FAM204A,0.083730003,0.648654754,,,,
GPR137,0.038602407,0.801019635,,,,
GPALPP1,-0.095865217,0.58306207,,,,
DHX30,0.103896859,0.435802697,,,,
SLC6A6,-0.009059469,0.979327884,,,,
LEMD3,-0.113030219,0.52277942,,,,
GNG4,0.083147777,0.774406394,,,,
HMOX2,0.051200662,0.805292219,,,,
ASAP1,0.126961881,0.450036653,,,,
DIS3,0.127896189,0.480257255,,,,
RABGAP1,0.09335272,0.444272105,,,,
MRPS11,0.063330401,0.758226322,,,,
CSNK2A1,-0.098403582,0.397684935,,,,
ASAP3,-0.088398696,0.649908416,,,,
CDKN2AIP,0.043993752,0.811493575,,,,
USP14,0.084495391,0.437257139,,,,
NF2,-0.085571535,0.508068049,,,,
FKBP7,-0.01646823,0.937771163,,,,
LCLAT1,-0.001260008,0.994955291,,,,
UBE2J2,-0.087537088,0.568370564,,,,
BICRAL,-0.030382445,0.838006554,,,,
BTRC,-0.092024198,0.486397335,,,,
BCORL1,0.118775691,0.557038362,,,,
RETREG2,-0.11073629,0.44815781,,,,
ZNF839,0.003720896,0.98703132,,,,
SH3YL1,0.003353206,0.98808136,,,,
EIF4EBP1,-0.100262905,0.702175227,,,,
FBXO11,0.108925616,0.439201414,,,,
KATNB1,-0.065877693,0.773050777,,,,
CDK5RAP1,-0.003890091,0.984915175,,,,
ABRAXAS2,0.050669271,0.826145013,,,,
FRS2,0.081322298,0.559247196,,,,
VPS36,0.101272571,0.52701166,,,,
ALDH5A1,0.076359232,0.722166339,,,,
APBB3,-0.054396702,0.753723907,,,,
ZFP64,0.023955878,0.904324033,,,,
AGO4,0.087384546,0.580764884,,,,
RAB23,-0.034922088,0.849916877,,,,
SCRN3,-0.013466233,0.94653568,,,,
PGS1,0.07686554,0.605579452,,,,
CPSF1,0.093131249,0.520251614,,,,
WASH6P,0.080053918,0.717357609,,,,
NIPBL,0.226363668,0.503249455,,,,
MYL12B,0.14312029,0.427635021,,,,
CSTPP1,0.06722594,0.603782523,,,,
MLXIP,-0.163229257,0.456355592,,,,
TRAPPC9,0.091888753,0.567107593,,,,
C12orf76,-0.035161223,0.845495726,,,,
SMC2,0.011158738,0.975140558,,,,
DDX20,-0.017148405,0.915343905,,,,
SPTLC2,0.1279984,0.462172755,,,,
EXOC8,0.005145834,0.979891844,,,,
DLG5,0.173619016,0.799723442,,,,
NOP9,0.070295285,0.665591046,,,,
PRKACA,-0.162632606,0.502824609,,,,
MED10,0.052477194,0.723763422,,,,
ZFTA,-0.124307049,0.486365298,,,,
B3GALT6,-0.090023587,0.675693211,,,,
PIGM,0.069365809,0.670413863,,,,
FBXO21,0.092212629,0.455775565,,,,
DUSP6,-0.137831599,0.547840287,,,,
PDRG1,-0.056574724,0.785880504,,,,
ZNF346,0.023337892,0.898967898,,,,
AP1S1,0.12437322,0.495102595,,,,
TTC14,-0.12184467,0.568574717,,,,
MDM4,0.079322187,0.586619961,,,,
PIK3CA,0.120183101,0.657366049,,,,
TBC1D9,-0.129997736,0.458386027,,,,
BMP1,-0.050118359,0.842955203,,,,
RASAL2,0.136989776,0.446060821,,,,
KDM7A,0.051513686,0.834453873,,,,
FAM76B,7.10E-04,0.997685798,,,,
ADCY3,0.076466796,0.817352619,,,,
VAC14,0.088783188,0.589883387,,,,
MT-ND6,0.247436848,0.381479548,,,,
ARPIN,0.060391116,0.804037828,,,,
RNF126,-0.052317416,0.809808653,,,,
PELO,0.023003054,0.884520265,,,,
FAM168B,-0.103069185,0.407507701,,,,
UXS1,0.095770677,0.606750674,,,,
MAP3K1,-0.042225225,0.866437014,,,,
MOB3A,-0.033070683,0.825237709,,,,
PPP1R9A,-0.078535382,0.724769672,,,,
ZNF562,-0.115856192,0.692483349,,,,
CHD4,0.109358138,0.381359318,,,,
CDC37L1,-0.024133885,0.907046625,,,,
SPECC1,-0.120152141,0.520889113,,,,
SMARCAL1,0.051467768,0.762583187,,,,
ARFGEF1,0.142390068,0.482644682,,,,
MIS12,0.051576086,0.760473101,,,,
MEX3D,0.116936698,0.654803422,,,,
JAK1,-0.168122619,0.420486412,,,,
FTSJ1,0.039277154,0.813143671,,,,
TRAPPC10,-0.085114267,0.519542457,,,,
ARFGAP1,0.149542343,0.463202322,,,,
ABR,-0.332352059,0.760329911,,,,
LRIG2,-0.076505921,0.609638885,,,,
BCAS3,-0.00523279,0.980949103,,,,
RABGGTB,0.0813423,0.545137147,,,,
KNDC1,0.056425144,0.811475324,,,,
GOT1,0.083456973,0.57772882,,,,
CCND1,-0.182475937,0.417385339,,,,
KANSL2,-0.053852336,0.75903206,,,,
ZNF275,-0.066564537,0.643571538,,,,
INTS10,0.068265367,0.602052173,,,,
SNX30,-0.110340379,0.494270798,,,,
TMEM19,-0.076722016,0.755421491,,,,
LPCAT4,-0.061435537,0.746516324,,,,
DUSP16,-0.13573082,0.69321541,,,,
RNF123,-0.081846174,0.613201983,,,,
IMPA1,0.076128539,0.701904715,,,,
SLC9A3R1,-0.099892367,0.675680769,,,,
MRPS22,0.075668568,0.747764331,,,,
RIPOR1,-0.09491269,0.487589811,,,,
TOX4,0.091880115,0.473654124,,,,
MIB1,-0.147846158,0.431038923,,,,
ZNF75A,-0.055380857,0.753641207,,,,
DHX16,-0.061349144,0.94609871,,,,
CPNE2,-0.006495345,0.976967781,,,,
ZKSCAN2,0.065216679,0.668805239,,,,
STK4,0.089781558,0.55008709,,,,
ALDH2,-0.150909826,0.505096063,,,,
PAPOLG,0.031365657,0.858448263,,,,
NLGN3,0.079799319,0.73873496,,,,
STRIP1,-0.092468388,0.497898124,,,,
TERF2,0.071395693,0.631150575,,,,
NAP1L5,-0.046859591,0.774817901,,,,
KIF2A,-0.127084312,0.461195133,,,,
NCOA3,-0.08031586,0.523885372,,,,
MRPS10,-0.017614084,0.919695348,,,,
SLC35A2,-0.026537487,0.872703318,,,,
CEP164,0.0760215,0.605128325,,,,
ACTR6,-0.029854371,0.88993735,,,,
MATR3,0.1564815,0.39346108,,,,
TCEA2,0.093571533,0.627625098,,,,
SNAP47,-0.074065632,0.682304489,,,,
KHDC4,-0.084482023,0.537698275,,,,
MAP3K12,-0.099067164,0.5528578,,,,
PPIF,-0.08981656,0.729656491,,,,
UHRF2,0.079160787,0.602341686,,,,
CNOT4,-0.042650269,0.768135396,,,,
RPAIN,-0.109153082,0.517136442,,,,
CLASRP,-0.056934126,0.72848406,,,,
NIPSNAP3A,-0.027115145,0.884055458,,,,
SOCS5,-0.049657566,0.777386648,,,,
CHST10,-0.05147691,0.805953317,,,,
ZNF791,-0.062092007,0.660140449,,,,
PPAN,-0.008181888,0.964436038,,,,
RNF10,0.085575829,0.441304006,,,,
RAC3,-0.005506663,0.974234014,,,,
AMPD2,-0.096607578,0.506974673,,,,
HAUS6,0.10445734,0.700720432,,,,
C2orf68,-0.076244659,0.695979156,,,,
TNKS2,0.111248994,0.448711185,,,,
LARP1,0.102511557,0.40988632,,,,
GOSR1,0.094366285,0.563155659,,,,
FLII,0.089914356,0.554571408,,,,
STAMBP,0.082620801,0.554608631,,,,
UBE2M,0.112515361,0.542490709,,,,
THEM4,-0.012228385,0.961358667,,,,
MTX3,0.070966854,0.767920711,,,,
SUPT5H,0.093561239,0.432175777,,,,
ZZEF1,-0.098350025,0.497540676,,,,
HERPUD2,-0.090010607,0.68508324,,,,
CTNNA2,-0.124873592,0.523089785,,,,
ZBED5,0.092824311,0.548775192,,,,
PSD,-0.102528002,0.723029305,,,,
SYNGAP1,0.15103273,0.638591269,,,,
ATF7IP,0.157831366,0.454923224,,,,
DMAP1,-0.089579092,0.5934255,,,,
MAPK1,-0.107770801,0.43953668,,,,
GTF3C4,0.09745055,0.493704333,,,,
R3HCC1,-0.073663619,0.647532286,,,,
UCHL5,0.01569975,0.934624023,,,,
CDR2,0.005639658,0.980296658,,,,
SMAP1,0.092863044,0.509934828,,,,
ATP6V1D,0.104306302,0.524413177,,,,
ARID3A,0.111083268,0.574718452,,,,
PRUNE1,-0.029557725,0.845970617,,,,
MPST,-0.086896348,0.720625894,,,,
PIAS4,-0.066212854,0.705871306,,,,
EIF5B,0.174500969,0.497098984,,,,
RAD1,0.021551093,0.903585365,,,,
NCOA7,0.086860498,0.748801834,,,,
TMEM201,-0.032123665,0.867311938,,,,
ADAMTS12,0.01279865,0.968010366,,,,
GLCCI1,0.010793249,0.954185999,,,,
PWWP2A,0.016592347,0.938930459,,,,
COPB1,0.084219202,0.429752536,,,,
AEN,-0.179710004,0.533820326,,,,
PIK3R2,0.098066242,0.49759183,,,,
DPM1,-0.06208979,0.672355135,,,,
MYSM1,-0.125315113,0.595476295,,,,
DYRK2,0.088171938,0.588589798,,,,
ZNF33A,0.072017031,0.833332279,,,,
STX3,-0.03115704,0.864675666,,,,
NAA15,0.132985218,0.544064858,,,,
B4GALNT4,-0.161954737,0.487800393,,,,
FBXO34,-0.05917186,0.721511358,,,,
CNOT7,0.091747515,0.477566099,,,,
LMBRD1,-0.076698394,0.553065153,,,,
MOGS,0.096342346,0.552312736,,,,
PSD3,0.166953357,0.442399282,,,,
ZBTB17,-0.013722107,0.939794719,,,,
C22orf39,-0.049029909,0.745552413,,,,
SEPTIN3,-0.10968291,0.569279523,,,,
AK1,0.052293482,0.786886562,,,,
EBP,0.034187852,0.862902801,,,,
DYNC2I1,-0.050661782,0.781862233,,,,
PFKFB4,0.045389445,0.854018418,,,,
ITCH,0.088845071,0.512868332,,,,
JRK,0.089816814,0.666686979,,,,
ABCF3,0.069966273,0.653580856,,,,
SLC12A4,0.032794681,0.907812203,,,,
CLPTM1,-0.087084076,0.46114065,,,,
MNT,0.107155158,0.567471628,,,,
CCNT2,-0.107967631,0.557614132,,,,
CERCAM,-0.0900689,0.684687589,,,,
C22orf46,-0.018542952,0.919046925,,,,
TUBB4A,-0.026512163,0.952201099,,,,
CFL2,0.074580406,0.56902341,,,,
MIGA1,0.024728023,0.90254486,,,,
ASB6,-0.024853164,0.900537462,,,,
PCBP4,-0.134076215,0.457424009,,,,
ATG13,0.082478365,0.489546987,,,,
ZBTB33,-0.096721943,0.652293458,,,,
TET2,-0.088784197,0.65792843,,,,
CPSF4,0.065204409,0.714194902,,,,
IDH3G,0.052495794,0.799021891,,,,
ADAM22,0.005771421,0.980142954,,,,
RASA4,-0.025195404,0.940551274,,,,
GPATCH2L,-0.108208005,0.504505005,,,,
MRPL44,0.040915833,0.827163848,,,,
COMMD9,-0.010840056,0.941560553,,,,
CCM2,0.035897612,0.808631364,,,,
GTF3C3,0.094016992,0.598586886,,,,
G3BP2,-0.092790544,0.414778489,,,,
ERCC6L2,-0.039580029,0.851631444,,,,
CXADR,-0.257238832,0.48025765,,,,
PWP1,0.106730779,0.567047982,,,,
,0.017691497,0.9121752,,,,
TIMM17A,0.077618054,0.56697467,,,,
UBAP2,-0.094392328,0.568217613,,,,
TMEM255A,0.140371631,0.739255718,,,,
KIAA2026,-0.076084879,0.791489695,,,,
PLXND1,0.158511655,0.724003643,,,,
WFS1,-0.007276658,0.963462969,,,,
CFL1,0.103391415,0.411477416,,,,
SCYL2,-0.103542169,0.502805869,,,,
PLCB4,-0.037322642,0.911612719,,,,
AGPAT3,0.089650408,0.541961416,,,,
CA11,0.004017011,0.981942855,,,,
FKBP9,-0.104968806,0.585255484,,,,
TCEAL4,0.094189819,0.511181877,,,,
TAF5L,0.026661265,0.874177962,,,,
MAN1A2,0.121401439,0.492334891,,,,
RNF103,0.081664993,0.649314755,,,,
COMMD7,0.052509262,0.794131474,,,,
LUC7L,0.115441226,0.541542871,,,,
TAF2,-0.083634199,0.601850194,,,,
CDIP1,0.053357345,0.749764431,,,,
PEDS1,-0.07564858,0.656179272,,,,
HERC2P2,0.07859654,0.800507188,,,,
NBAS,-0.091482684,0.469711419,,,,
EHMT1,0.09499313,0.509193209,,,,
YIPF1,-0.054111419,0.803899589,,,,
YEATS2,0.094630043,0.477383483,,,,
MARF1,-0.470662737,0.581628116,,,,
LIPA,-0.094404361,0.645545518,,,,
SLC36A4,-0.014408586,0.958215831,,,,
ANKRD13C,0.091058872,0.640416311,,,,
PIGK,0.054552003,0.727625318,,,,
ZYX,0.083627776,0.643072736,,,,
PIAS1,-0.100096104,0.553438301,,,,
PCYOX1L,0.063929762,0.694288307,,,,
ACVR2A,0.079470769,0.661091273,,,,
FAM89B,-0.064048223,0.844474282,,,,
MGRN1,0.083916667,0.497603806,,,,
GK5,-0.014360484,0.926749348,,,,
LDLRAD3,-0.075801983,0.662081118,,,,
TPRG1L,-0.074220405,0.658057133,,,,
DDX49,0.075757055,0.668387532,,,,
IRF2BP1,0.020415584,0.91588742,,,,
FCHSD2,-0.040828691,0.779183066,,,,
MAPKBP1,-0.070021542,0.655451383,,,,
RBCK1,0.075021629,0.632550341,,,,
ZNF260,0.00617812,0.981245236,,,,
EZR,0.232873478,0.472799241,,,,
PNMA1,-0.100265815,0.473316889,,,,
USF1,0.057379651,0.714879378,,,,
TAOK3,-0.012487773,0.951334208,,,,
ERG28,-0.066593005,0.664355215,,,,
RBM4B,0.011696336,0.945938611,,,,
TMEM242,0.043549055,0.851941817,,,,
RAP2A,0.099800825,0.561352138,,,,
TLN2,0.139889015,0.52066458,,,,
ARHGEF9,-0.113247801,0.521074637,,,,
NRBP2,-0.093350334,0.644588212,,,,
RTL10,0.037946693,0.809149674,,,,
DDX56,0.06579426,0.614562241,,,,
BLOC1S2,-0.064098367,0.62178773,,,,
COIL,-0.005595848,0.9789474,,,,
ARIH1,0.083502003,0.479505755,,,,
POLR3E,-0.01709815,0.914970983,,,,
TMEM185A,0.039315313,0.813612131,,,,
CNST,-0.071606156,0.678154115,,,,
RAB40C,0.026310276,0.907388124,,,,
MDGA1,-0.062536316,0.773482013,,,,
PHAX,-0.07615779,0.652598599,,,,
PBX2,-0.028679271,0.95062503,,,,
GBE1,-0.014985479,0.941345179,,,,
MBD3,0.092411601,0.530872342,,,,
RAB11FIP1,0.05486986,0.816330033,,,,
CDC123,0.103196991,0.585481922,,,,
RNASEH1,0.072230886,0.593027998,,,,
NME6,-0.00200265,0.990949359,,,,
SH3BGRL2,-0.034523451,0.829740468,,,,
NBPF8,0.017006653,0.915869389,,,,
RBM5,0.119560614,0.455607718,,,,
AGK,0.084799168,0.692941519,,,,
UBLCP1,0.057507285,0.804516434,,,,
AGL,0.024625871,0.886875454,,,,
KLHL42,-0.08390595,0.552443198,,,,
PRKRA,-0.078054568,0.55311821,,,,
PRCC,0.08183017,0.574107438,,,,
SETD7,-0.081299254,0.556743739,,,,
RPTOR,0.100156652,0.611439188,,,,
ACTR10,0.128505792,0.547127066,,,,
SETD5,0.112674401,0.45138068,,,,
FBXW2,0.079011739,0.530012381,,,,
RALGAPA1,-0.130321299,0.603217487,,,,
NFYA,-0.077024596,0.601357076,,,,
USP20,-0.065939937,0.667304155,,,,
UBE2E2,0.029341512,0.89084904,,,,
DCTN4,0.078113797,0.48789542,,,,
RANBP9,0.076382697,0.544077584,,,,
B4GALT5,0.127154989,0.478860993,,,,
ADAT1,-0.037137407,0.855206131,,,,
NUP188,0.117412011,0.524296019,,,,
PDLIM3,-0.059938523,0.887807338,,,,
MBTPS1,-0.07911265,0.4763182,,,,
RGPD6,-0.357365357,0.556214536,,,,
TP53INP1,0.092900454,0.537401914,,,,
ERCC2,-0.086983271,0.609825431,,,,
UBR4,-0.13049444,0.441322998,,,,
ARIH2,0.086617531,0.521612037,,,,
DHX29,-0.098100617,0.660008181,,,,
CMPK1,0.084305157,0.506103556,,,,
MPC2,0.048164646,0.744301902,,,,
P4HTM,-0.043035656,0.793543292,,,,
LRRC14,-0.030596552,0.847280731,,,,
SLC35E3,-0.014834005,0.9278155,,,,
LYPLA2,-0.099760816,0.618499183,,,,
TAF9B,-0.064881684,0.664515194,,,,
FNBP4,-0.080453746,0.702869603,,,,
PLAGL1,-0.075903613,0.759334859,,,,
PCDHGA10,-0.037159076,0.897486726,,,,
KCTD12,-0.188724606,0.551074082,,,,
ELMO2,0.077070916,0.577991688,,,,
LRRN1,-0.172027143,0.501007654,,,,
ATP5F1D,0.005290907,0.982878176,,,,
FBXO44,0.027022458,0.881542433,,,,
ATP11C,0.057240728,0.819541651,,,,
TBC1D2B,-0.042674128,0.798691594,,,,
ZNF292,0.177020766,0.661575775,,,,
IDH3A,-0.025719639,0.872234214,,,,
REV1,-0.054789104,0.709810688,,,,
DACT3,0.021092766,0.945354609,,,,
FUBP3,0.089129811,0.515966865,,,,
LRRC8D,0.087841301,0.685326344,,,,
RCN2,0.104408108,0.483241209,,,,
PNN,0.108802726,0.486981976,,,,
PPP1R12C,-0.077456319,0.670288125,,,,
UBALD2,0.007489237,0.972156781,,,,
ERGIC2,0.03883184,0.842790832,,,,
MAP6,-0.022464433,0.941626474,,,,
FABP7,-0.065431195,0.883978669,,,,
RPS6KC1,0.055140208,0.71208258,,,,
RBBP5,0.016563995,0.902173679,,,,
PIK3C3,0.076290369,0.590617509,,,,
KIAA0232,-0.081500183,0.508683835,,,,
SGTA,0.092520011,0.520322147,,,,
PAK1,-0.125144682,0.521554716,,,,
CLOCK,0.016546712,0.934273159,,,,
PRPF39,0.001195078,0.995871823,,,,
PSEN1,-0.096501186,0.507378047,,,,
NUP58,-0.083706546,0.538498812,,,,
RAB11FIP2,0.032090464,0.896954998,,,,
YTHDF3,0.086408635,0.515276896,,,,
TNRC6C,0.031852452,0.891591535,,,,
FAM156A,0.053785461,0.951422745,,,,
SAR1B,0.068928694,0.664220864,,,,
DYM,-0.089556472,0.56227083,,,,
ZDHHC6,-0.016984668,0.912996692,,,,
GFM2,0.065291251,0.705475787,,,,
TWSG1,-0.078664447,0.630444426,,,,
YIPF6,-0.074445731,0.545943015,,,,
SPAG9,0.121867071,0.464960691,,,,
IDH1,0.114810791,0.477587977,,,,
ZNF24,0.105657689,0.511586665,,,,
PHC3,0.10327043,0.700941075,,,,
CLCN6,0.115588239,0.677951029,,,,
FAM53B,-0.018463486,0.925504758,,,,
RAB11A,0.094430734,0.485349518,,,,
DDX52,0.058285114,0.816098487,,,,
ZNF641,0.044236857,0.806396548,,,,
ARMH3,-0.002710791,0.985619799,,,,
PRRT2,0.144527244,0.762826828,,,,
OXCT1,0.096037509,0.600509527,,,,
TRAPPC3,-0.055106729,0.676884179,,,,
TSPAN9,0.065662084,0.718025359,,,,
UBR3,0.107206287,0.620332011,,,,
UNC5B,0.096594804,0.773176226,,,,
HIRA,-0.05737523,0.677619204,,,,
ANKZF1,0.055626043,0.733555422,,,,
CD81,0.097051516,0.492376576,,,,
LYRM2,-0.084714044,0.694858244,,,,
DGKZ,0.062915803,0.650568282,,,,
TUT7,0.003851912,0.986090422,,,,
CROCC,-0.00162923,0.993015778,,,,
LSM11,0.006803948,0.974187417,,,,
AP3M1,-0.090193716,0.539255406,,,,
ZSCAN30,0.017030528,0.925423299,,,,
LARS2,0.068911956,0.771450961,,,,
SENP6,0.115049786,0.600292281,,,,
F11R,-0.073104059,0.861684262,,,,
RAE1,0.060557999,0.745442992,,,,
CISD2,0.076783571,0.725043952,,,,
DCTN2,-0.096077678,0.497918806,,,,
MOXD1,-0.08847582,0.767495526,,,,
GGA3,0.05184853,0.76434183,,,,
CNTROB,0.043527255,0.784302695,,,,
RBM18,-0.021395332,0.88776624,,,,
SMS,0.111642398,0.540103509,,,,
ARL3,-0.079655004,0.622064938,,,,
SPRED2,0.087563172,0.628401117,,,,
TRIM8,0.088632358,0.579881937,,,,
NAA35,-0.086855766,0.627784305,,,,
BCAP31,0.086156925,0.534588257,,,,
FAM171A2,-0.103360883,0.768200356,,,,
FEM1C,0.011383623,0.948580543,,,,
RNGTT,-0.039719521,0.786276114,,,,
ETFA,0.093721642,0.590834739,,,,
TTL,-0.066086217,0.616583143,,,,
RNF19B,0.045506465,0.844513067,,,,
PEX5,0.018030601,0.922561194,,,,
ZNF703,0.008723224,0.976903746,,,,
ZNF316,-0.090018982,0.674691012,,,,
UBAP1,-0.077705722,0.66937594,,,,
SMAD2,-0.082293661,0.551475067,,,,
PLA2G12A,-0.020442148,0.908764462,,,,
DIPK1B,-0.053216534,0.718535883,,,,
ADO,-0.05286136,0.761708008,,,,
CCNG2,-0.073487965,0.5621091,,,,
YIF1B,-0.022308306,0.857367572,,,,
RALGAPA2,-0.06036822,0.72796656,,,,
CDK17,-0.077260199,0.621636507,,,,
PCM1,0.179501254,0.53753989,,,,
STARD3,0.049349868,0.762854299,,,,
SPTBN1,-0.096036267,0.446594187,,,,
IPO13,-0.028296819,0.856142909,,,,
